epoch,train_loss,val_loss,val_macro_f1,val_accuracy,val_nll,val_ece
1,0.8595115172049865,0.7473911663498052,0.6709544172378338,0.6741515952042267,0.7473911625122834,0.02001462635761886
2,0.7028586490015907,0.6757478014867109,0.7147704568971956,0.7158097947571632,0.6757477966942129,0.01992811745282862
3,0.6295861960956608,0.6365824017043135,0.7339474867675047,0.7377565535460272,0.636582401882247,0.03261183943236849
4,0.574439783692999,0.6180754787939832,0.7480024006848716,0.7498475919528551,0.6180754758094258,0.0371053842140683
5,0.5246293346873018,0.6148698324353877,0.7528447723515891,0.7545214387319651,0.6148698300202998,0.043446017768755577
6,0.4793627536987623,0.6293694542157313,0.7543821984966198,0.7556390977443609,0.6293694568682611,0.05927231320700638
