epoch,train_loss,val_loss,val_macro_f1,val_accuracy,val_nll,val_ece
1,0.8669362406150783,0.7908337047685818,0.6531084807042893,0.6539321276163381,0.7908336978450714,0.01920806449546342
2,0.7406495775298226,0.712550716159354,0.6937336324124198,0.6952855110749847,0.7125507098901973,0.01464218552266164
3,0.6670223146899273,0.682003724371556,0.7085764794195533,0.7143873196504775,0.6820037275967916,0.0190736502318139
4,0.6052412091727128,0.6447260908977793,0.7312564321456488,0.7340987604145499,0.644726086652633,0.026935376358623305
5,0.5528502146847001,0.6363407618702488,0.7393174002965054,0.742328794960374,0.6363407609647856,0.0411316075234897
6,0.5070531180426777,0.6465592658197558,0.7428847035913902,0.7451737451737451,0.6465592583692886,0.05981018281133163
