epoch,train_loss,val_loss,val_macro_f1,val_accuracy,val_nll,val_ece
1,0.41231952471229316,0.26737835252946335,0.9034303655037631,0.9034749034749034,0.26737835170120183,0.006727181037396246
2,0.263339191966826,0.2609164488555406,0.910375763934958,0.9103840682788051,0.26091644719444607,0.026159460010796973
3,0.19428910088865384,0.29071421176043744,0.9104652335520393,0.9106888843730949,0.290714210231245,0.04420728628724066
