coverage_target,n_accepted,accuracy,macro_f1,score_name,split_name,model_name,seed,calibrated
0.95,9341,0.46087142704207257,0.45971109803143273,max_softmax,mnli_mismatched,compact,73,True
0.9,8849,0.4657023392473726,0.46447927130644856,max_softmax,mnli_mismatched,compact,73,True
0.8,7866,0.47470124586829393,0.47311184220732166,max_softmax,mnli_mismatched,compact,73,True
0.7,6883,0.4846723812291152,0.4826626852935987,max_softmax,mnli_mismatched,compact,73,True
0.95,9341,0.4604432073653784,0.45937619122257595,margin,mnli_mismatched,compact,73,True
0.9,8849,0.4647982822917844,0.46311106523909645,margin,mnli_mismatched,compact,73,True
0.8,7866,0.47393846936181033,0.47201830109409854,margin,mnli_mismatched,compact,73,True
0.7,6883,0.4806043876216766,0.4781996590625653,margin,mnli_mismatched,compact,73,True
0.95,9341,0.4603361524462049,0.45927050035459155,entropy,mnli_mismatched,compact,73,True
0.9,8849,0.46604136060571816,0.46513126228682683,entropy,mnli_mismatched,compact,73,True
0.8,7866,0.47457411645054665,0.4734794217429434,entropy,mnli_mismatched,compact,73,True
0.7,6883,0.4817666715095162,0.4803871048264674,entropy,mnli_mismatched,compact,73,True
0.95,28500,0.4889122807017544,0.4884200958010272,max_softmax,hans,compact,73,False
0.9,27000,0.4885925925925926,0.4881181476302653,max_softmax,hans,compact,73,False
0.8,24000,0.4885,0.48816281303538744,max_softmax,hans,compact,73,False
0.7,21000,0.48695238095238097,0.48687250992419784,max_softmax,hans,compact,73,False
0.95,28500,0.4889122807017544,0.4884200958010272,margin,hans,compact,73,False
0.9,27000,0.4885925925925926,0.4881181476302653,margin,hans,compact,73,False
0.8,24000,0.4885,0.48816281303538744,margin,hans,compact,73,False
0.7,21000,0.48695238095238097,0.48687250992419784,margin,hans,compact,73,False
0.95,28500,0.4889122807017544,0.4884200958010272,entropy,hans,compact,73,False
0.9,27000,0.4885925925925926,0.4881181476302653,entropy,hans,compact,73,False
0.8,24000,0.4885,0.48816281303538744,entropy,hans,compact,73,False
0.7,21000,0.48695238095238097,0.48687250992419784,entropy,hans,compact,73,False
0.95,28500,0.48919298245614035,0.48906897765709995,max_softmax,hans,compact,73,True
0.9,27000,0.4885185185185185,0.488405108668287,max_softmax,hans,compact,73,True
0.8,24000,0.488,0.48797246429696883,max_softmax,hans,compact,73,True
0.7,21000,0.48638095238095236,0.48635877146585893,max_softmax,hans,compact,73,True
0.95,28500,0.48919298245614035,0.48906897765709995,margin,hans,compact,73,True
0.9,27000,0.4885185185185185,0.488405108668287,margin,hans,compact,73,True
0.8,24000,0.488,0.48797246429696883,margin,hans,compact,73,True
0.7,21000,0.48638095238095236,0.48635877146585893,margin,hans,compact,73,True
0.95,28500,0.48919298245614035,0.48906897765709995,entropy,hans,compact,73,True
0.9,27000,0.4885185185185185,0.488405108668287,entropy,hans,compact,73,True
0.8,24000,0.488,0.48797246429696883,entropy,hans,compact,73,True
0.7,21000,0.48638095238095236,0.48635877146585893,entropy,hans,compact,73,True
0.95,9333,0.9266045215900568,0.925972755747615,max_softmax,snli_test,bert,17,False
0.9,8842,0.9440171906808414,0.9431884600385668,max_softmax,snli_test,bert,17,False
0.8,7860,0.962468193384224,0.9613230918004501,max_softmax,snli_test,bert,17,False
0.7,6877,0.9703359022829722,0.9689381287030424,max_softmax,snli_test,bert,17,False
0.95,9333,0.9264973749062466,0.9258709726297369,margin,snli_test,bert,17,False
0.9,8842,0.9439040940963583,0.9431059563349399,margin,snli_test,bert,17,False
0.8,7860,0.962086513994911,0.960965289643439,margin,snli_test,bert,17,False
0.7,6877,0.9709175512578159,0.9695551712238738,margin,snli_test,bert,17,False
0.95,9333,0.9275688417443481,0.9269848478958024,entropy,snli_test,bert,17,False
0.9,8842,0.9439040940963583,0.9430521595257622,entropy,snli_test,bert,17,False
0.8,7860,0.9629770992366412,0.9618012391964624,entropy,snli_test,bert,17,False
0.7,6877,0.9700450777955504,0.9685984209906465,entropy,snli_test,bert,17,False
0.95,9333,0.9269259616414872,0.9263165824406263,max_softmax,snli_test,bert,17,True
0.9,8842,0.9437909975118751,0.9429404857169281,max_softmax,snli_test,bert,17,True
0.8,7860,0.9622137404580152,0.9610309203375808,max_softmax,snli_test,bert,17,True
0.7,6877,0.9700450777955504,0.9685980901033245,max_softmax,snli_test,bert,17,True
0.95,9333,0.9263902282224366,0.9257647561706525,margin,snli_test,bert,17,True
0.9,8842,0.9437909975118751,0.9429761068875034,margin,snli_test,bert,17,True
0.8,7860,0.9622137404580152,0.9610837082829984,margin,snli_test,bert,17,True
0.7,6877,0.970772139014105,0.9693863445071278,margin,snli_test,bert,17,True
0.95,9333,0.9277831351119683,0.9272157139481702,entropy,snli_test,bert,17,True
0.9,8842,0.9435648043429088,0.9426761476471079,entropy,snli_test,bert,17,True
0.8,7860,0.9627226463104326,0.961430693057623,entropy,snli_test,bert,17,True
0.7,6877,0.9706267267703941,0.9691379729005817,entropy,snli_test,bert,17,True
0.95,9325,0.7647184986595175,0.7614347493490673,max_softmax,mnli_matched,bert,17,False
0.9,8834,0.7822051165949739,0.7782332785737309,max_softmax,mnli_matched,bert,17,False
0.8,7852,0.814951604686704,0.8089552801138513,max_softmax,mnli_matched,bert,17,False
0.7,6871,0.8457284238102168,0.8376669622532925,max_softmax,mnli_matched,bert,17,False
0.95,9325,0.7640750670241286,0.7607166607811523,margin,mnli_matched,bert,17,False
0.9,8834,0.7818655195834276,0.7778165847113304,margin,mnli_matched,bert,17,False
0.8,7852,0.8135506877228732,0.807651826704122,margin,mnli_matched,bert,17,False
0.7,6871,0.846019502255858,0.8380641930686553,margin,mnli_matched,bert,17,False
0.95,9325,0.7656836461126005,0.7626069263841315,entropy,mnli_matched,bert,17,False
0.9,8834,0.7822051165949739,0.7782729723898187,entropy,mnli_matched,bert,17,False
0.8,7852,0.814696892511462,0.8085451448059328,entropy,mnli_matched,bert,17,False
0.7,6871,0.8450007276961141,0.8368628222077543,entropy,mnli_matched,bert,17,False
0.95,9325,0.7652546916890081,0.7620844805185844,max_softmax,mnli_matched,bert,17,True
0.9,8834,0.7824315146026715,0.7785298869036238,max_softmax,mnli_matched,bert,17,True
0.8,7852,0.8160978094752929,0.8101444187723946,max_softmax,mnli_matched,bert,17,True
0.7,6871,0.8454373453645757,0.8374754900431985,max_softmax,mnli_matched,bert,17,True
